y_mm,lift_n_per_m,shear_n,moment_nm,spar_bending_stress_mpa
98.0,74.35304893802412,39.74765204457222,11.728074614103289,94.59596260268435
99.0,74.34143029262759,39.67330480495689,11.688364135678524,94.27566698250757
100.0,74.32969184755251,39.5989692438868,11.648727998654103,93.95597098303223
101.00000000000001,74.31783354603209,39.52464548119001,11.609166191291564,93.63687450957862
102.00000000000001,74.30585533068347,39.45033363675165,11.569678701732593,93.31837746650025
103.00000000000001,74.29375714350635,39.37603383051456,11.530265517998961,93.0004797571835
104.00000000000001,74.2815389258815,39.30174618247987,11.490926627992463,92.68318128404701
105.0,74.26920061856941,39.227470812707644,11.45166201949487,92.36648194854135
106.00000000000001,74.25674216170867,39.1532078413175,11.412471680167858,92.05038165114841
107.00000000000001,74.24416349481463,39.07895738848924,11.373355597552955,91.73488029138103
108.00000000000001,74.2314645567778,39.00471957446345,11.33431375907148,91.41997776778244
109.0,74.21864528586237,38.93049451954213,11.295346152024477,91.10567397792578
110.0,74.2057056197047,38.856282344089344,11.25645276359266,90.79196881841364
111.00000000000001,74.19264549531172,38.782083168531834,11.21763358083635,90.47886218487747
112.00000000000001,74.17946484905937,38.70789711335965,11.178888590695404,90.16635397197722
113.0,74.166163616691,38.633724299126776,11.140217779989161,89.85444407340066
114.0,74.1527417333158,38.55956484645177,11.101621135416371,89.54313238186297
115.0,74.13919913340717,38.48541887601841,11.063098643555136,89.23241878910619
116.00000000000001,74.12553575080102,38.4112865085763,11.024650290862839,88.92230318589867
117.0,74.11175151869418,38.337167864941556,10.98627606367608,88.61278546203457
118.00000000000001,74.09784636964267,38.263063065997386,10.94797594821061,88.3038655063333
119.00000000000001,74.08382023556004,38.18897223269479,10.909749930561263,87.99554320663894
120.0,74.06967304771567,38.11489548605315,10.871597996701889,87.68781844981983
121.00000000000001,74.05540473673294,38.04083294716093,10.833520132485281,87.38069112176781
122.00000000000001,74.0410152325876,37.96678473717627,10.795516323643113,87.07416110739783
123.00000000000001,74.02650446460592,37.89275097732767,10.757586555785862,86.76822829064729
124.0,74.01187236146295,37.81873178891464,10.719730814402741,86.46289255447553
125.0,73.99711885118066,37.744727293308316,10.68194908486163,86.15815378086322
126.0,73.98224386112616,37.67073761195216,10.644241352409,85.85401185081173
127.0,73.96724731800984,37.596762866362596,10.606607602169843,85.55046664434272
128.0,73.9521291478835,37.52280317812965,10.569047819147597,85.24751804049731
129.0,73.93688927613844,37.44885866891764,10.531561988224073,84.94516591733567
130.0,73.92152762750362,37.374929460465815,10.494150094159382,84.64341015193635
131.0,73.90604412604371,37.30101567458904,10.456812121591854,84.34225062039563
132.0,73.89043869515707,37.227117433178435,10.41954805503797,84.041687197827
133.0,73.87471125757396,37.15323485820207,10.382357878892279,83.74171975836046
134.0,73.85886173535437,37.0793680717056,10.345241577427325,83.44234817514197
135.0,73.84289004988614,37.005517195812985,10.308199134793567,83.14357232033275
136.0,73.8267961218829,36.9316823527271,10.271230535019297,82.84539206510867
137.0,73.81057987138202,36.857863664730466,10.234335762010568,82.54780727965962
138.0,73.79424121774255,36.78406125418591,10.19751479955111,82.2508178331889
139.0,73.77778007964321,36.71027524353721,10.160767631302248,81.95442359391251
140.0,73.7611963750801,36.63650575530985,10.124094240802824,81.65862442905852
141.0,73.7444900213648,36.56275291211163,10.087494611469113,81.3634202048664
142.00000000000003,73.72766093512207,36.48901683663338,10.050968726594741,81.06881078658633
143.00000000000003,73.71070903228778,36.41529765164968,10.014516569350599,80.77479603847863
144.00000000000003,73.69363422810662,36.341595480019485,9.978138122784765,80.48137582381293
145.0,73.67643643712996,36.26791044468687,9.941833369822412,80.18855000486762
146.00000000000003,73.65911557321367,36.194242668681696,9.905602293265728,79.89631844292909
147.00000000000003,73.64167154951575,36.12059227512033,9.869444875793826,79.60468099829103
148.00000000000003,73.6241042784941,36.04695938720633,9.833361099962664,79.31363753025379
149.0,73.6064136719043,35.973344128231126,9.797350948204945,79.02318789712356
150.0,73.58859964079723,35.89974662157478,9.761414402830043,78.73333195621181
151.00000000000003,73.57066209551665,35.82616699070662,9.725551446023903,78.4440695638345
152.00000000000003,73.55260094569702,35.75260535918601,9.689762059848958,78.15540057531128
153.0,73.53441610026098,35.67906185066303,9.654046226244033,77.86732484496484
154.0,73.51610746741699,35.6055365888792,9.61840392702426,77.57984222612025
155.0,73.49767495465687,35.53202969766816,9.582835143880986,77.29295257110407
156.00000000000003,73.47911846875341,35.458541300956455,9.547339858381674,77.00665573124368
157.0,73.46043791575782,35.3850715227642,9.511918051969813,76.72095155686652
158.0,73.44163320099734,35.31162048720582,9.476569705964828,76.43583989729937
159.0,73.42270422907255,35.238188318490785,9.441294801561979,76.1513206008675
160.0,73.40365090385501,35.16477514092432,9.406093319832271,75.86739351489398
161.0,73.38447312848454,35.09138107890815,9.370965241722354,75.58405848569883
162.0,73.36517080536674,35.01800625694123,9.335910548054429,75.30131535859832
163.0,73.3457438361703,34.94465079962046,9.300929219526148,75.01916397790416
164.00000000000003,73.32619212182439,34.87131483164146,9.266021236710518,74.73760418692264
165.0,73.306515562516,34.79799847779929,9.231186580055798,74.45663582795393
166.0,73.2867140576872,34.724701862989185,9.196425229885405,74.1762587422912
166.99999999999997,73.26678750603256,34.65142511220733,9.161737166397806,73.89647277021983
168.0,73.2467358054962,34.578168350551564,9.127122369666427,73.61727775101663
169.0,73.22655885326921,34.504931703222184,9.09258081963954,73.33867352294898
170.0,73.20625654578679,34.43171529552266,9.058112496140168,73.06065992327397
171.0,73.18582877872541,34.358519252860404,9.023717378865976,72.78323678823766
172.0,73.16527544700003,34.28534370074754,8.989395447389173,72.50640395307414
173.00000000000003,73.14459644476118,34.21218876480166,8.955146681156398,72.2301612520047
174.00000000000003,73.12379166539208,34.13905457074658,8.920971059488624,71.95450851823709
175.0,73.10286100150573,34.06594124441313,8.886868561581045,71.67944558396447
176.00000000000003,73.081804344942,33.992848911739905,8.852839166502967,71.40497228036467
177.0,73.06062158676457,33.919777698774055,8.81888285319771,71.13108843759935
178.00000000000003,73.039312617258,33.84672773167205,8.784999600482488,70.85779388481298
179.00000000000003,73.01787732592473,33.77369913670046,8.751189387048301,70.58508845013208
180.0,72.99631560148191,33.70069204023675,8.717452191459833,70.31297196066427
181.00000000000003,72.97462733185843,33.62770656877008,8.68378799215533,70.04144424249742
182.0,72.95281240419179,33.55474284890205,8.650196767446493,69.77050512069866
183.0,72.9308707048249,33.48180100734754,8.616678495518368,69.50015441931356
184.00000000000003,72.90880211930305,33.40888117093548,8.583233154429227,69.2303919613652
185.0,72.88660653237054,33.33598346660964,8.549860722110454,68.96121756885314
186.00000000000003,72.8642838279676,33.263108021429474,8.516561176366434,68.69263106275267
187.0,72.84183388922709,33.190254962570876,8.483334494874434,68.42463226301372
188.0,72.81925659847123,33.11742441732703,8.450180655184486,68.15722098855998
189.00000000000003,72.79655183720826,33.04461651310919,8.417099634719268,67.89039705728798
190.0,72.77371948612914,32.97183137744752,8.384091410773989,67.62416028606607
191.0,72.7507594251042,32.89906913799191,8.35115596051627,67.3585104907335
192.00000000000003,72.72767153317967,32.82632992251277,8.318293260986017,67.0934474860994
193.0,72.70445568857433,32.75361385890189,8.28550328909531,66.82897108594192
194.00000000000003,72.681111768676,32.680921075173266,8.252786021628273,66.5650811030071
195.0,72.65763965003812,32.60825169946391,8.220141435240954,66.30177734900802
196.0,72.63403920837612,32.5356058600347,8.187569506461205,66.03905963462365
197.00000000000003,72.61031031856398,32.46298368527123,8.155070211688553,65.77692776949803
198.0,72.58645285463058,32.39038530368464,8.122643527194075,65.51538156223909
199.0,72.56246668975612,32.31781084391245,8.090289429120277,65.25442082041772
200.0,72.53835169626849,32.245260434719434,8.058007893480962,64.9940453505668
201.0,72.51410774563954,32.17273420499848,8.025798896161103,64.73425495818002
202.00000000000003,72.48973470848138,32.10023228377142,7.993662412916718,64.47504944771097
203.0,72.46523245454273,32.0277548001899,7.961598419374737,64.21642862257208
204.00000000000003,72.440600852705,31.95530188353628,7.929606891032874,63.9583922851335
205.0,72.41583977097862,31.882873663224437,7.897687803259494,63.70094023672211
206.00000000000003,72.39094907649907,31.8104702688007,7.8658411312934815,63.44407227762044
207.00000000000003,72.36592863552313,31.73809182994469,7.834066850244109,63.187788207065566
208.00000000000003,72.34077831342488,31.665738476470217,7.8023649350909015,62.93208782324809
209.00000000000003,72.31549797469177,31.59341033832616,7.770735360683504,62.67697092331099
210.0,72.29008748292068,31.521107545597353,7.739178101741542,62.42243730334857
211.00000000000003,72.2645467008139,31.448830228505486,7.707693132854491,62.16848675840536
212.00000000000003,72.23887549017503,31.376578517409992,7.676280428481533,61.91511908247497
213.0,72.21307371190495,31.304352542808953,7.644939962951423,61.662334068499035
214.00000000000003,72.1871412259977,31.23215243534,7.613671710462349,61.41013150836603
215.0,72.1610778915363,31.159978325781235,7.582475645081788,61.15851119291017
216.00000000000003,72.13488356668852,31.087830345052122,7.551351740746371,60.90747291191032
217.00000000000003,72.10855810870274,31.015708624214426,7.520299971261738,60.65701645408873
218.0,72.08210137390364,30.943613294473124,7.489320310302395,60.40714160711002
219.00000000000003,72.05551321768789,30.871544487177328,7.45841273141157,60.15784815757994
220.0,72.02879349451979,30.799502333821223,7.42757720800107,59.909135891044215
221.0,72.00194205792694,30.727486966045,7.396813713351137,59.66100459198738
222.00000000000003,71.97495876049581,30.655498515635788,7.366122220610297,59.4134540438316
223.0,71.94784345386725,30.583537114528607,7.335502702795215,59.1664840289355
224.00000000000003,71.920595988732,30.511602894807307,7.304955132790547,58.92009432859291
225.0,71.89321621482621,30.439695988705527,7.274479483348791,58.674284723031725
226.0,71.86570398092678,30.36781652860765,7.244075727090134,58.429054991412656
227.00000000000003,71.83805913484686,30.295964647049765,7.213743836502306,58.18440491182801
228.0,71.81028152343104,30.224140476720624,7.183483783940421,57.94033426130051
229.0,71.78237099255081,30.152344150462632,7.15329554162683,57.69684281578197
230.0,71.75432738709972,30.080575801272808,7.123179081650962,57.45393035015214
231.0,71.72615055098865,30.008835562303762,7.093134375969174,57.21159663821742
232.00000000000003,71.69784032714095,29.9371235668647,7.06316139640459,56.969841452709574
233.0,71.66939655748763,29.865439948422384,7.0332601146469464,56.728664565284504
234.0,71.64081908296242,29.79378484060216,7.003430502252434,56.48806574652097
235.0,71.61210774349681,29.722158377188933,6.9736725306435385,56.24804476591928
236.00000000000003,71.58326237801508,29.650560692128177,6.94398617110888,56.00860139190002
237.00000000000003,71.55428282442925,29.578991919526956,6.9143713948030525,55.76973539180278
238.00000000000003,71.52516891963405,29.507452193654924,6.884828172746461,55.53144653188477
239.00000000000003,71.49592049950172,29.435941648945356,6.855356475825161,55.29373457731957
240.0,71.46653739887687,29.364460419996167,6.82595627479069,55.056599292195806
241.00000000000003,71.43701945157126,29.293008641570943,6.796627540259907,54.82004043951578
242.00000000000003,71.4073664903586,29.22158644859998,6.767370242714821,54.58405778119414
243.0,71.37757834696913,29.150193976181313,6.73818435250243,54.348651078056584
244.00000000000003,71.34765485208433,29.078831359581788,6.709069839834549,54.11382008983841
245.0,71.31759583533157,29.00749873423808,6.680026674787639,53.87956457518324
246.00000000000003,71.28740112527852,28.936196235757777,6.651054827302641,53.645884291641565
247.00000000000003,71.25707054942781,28.864923999920425,6.6221542671848015,53.412778995669434
248.0,71.22660393421135,28.793682162678603,6.593324964103502,53.180248442627025
249.00000000000003,71.19600110498484,28.722470860159007,6.5645668875920835,52.948292386777254
250.0,71.16526188602207,28.651290228663502,6.535880007047672,52.71691058128434
251.0,71.1343861005092,28.580140404670235,6.507264291731006,52.48610277821244
252.0,71.10337357053912,28.50902152483471,6.478719710766253,52.255868728524185
253.0,71.0722241171055,28.437933725990888,6.45024623314084,52.026208182079245
254.0,71.04093756009712,28.366877145152287,6.421843827705269,51.79712088763292
255.0,71.00951371829181,28.295851919513094,6.393512463172936,51.56860659283463
256.0,70.97795240935059,28.22485818644927,6.365252108119955,51.340665044226505
257.0,70.94625344981168,28.15389608351969,6.33706273098497,51.11329598724188
258.0,70.91441665508432,28.08296574846724,6.308944300068976,50.88649916620384
259.0,70.88244183944285,28.012067319219977,6.280896783535133,50.66027432432374
260.0,70.85032881602038,27.941200933892244,6.252920149408577,50.434621203699635
261.0,70.81807739680262,27.870366730785832,6.2250143655762376,50.209539545314875
262.0,70.78568739262164,27.79956484839112,6.197179399786649,49.98502908903652
263.0,70.75315861314952,27.728795425388235,6.16941521964976,49.76108957361384
264.0,70.72049086689194,27.658058600648214,6.141721792636742,49.537720736676754
265.0,70.6876839611817,27.587354513234178,6.114099086079801,49.31492231473432
266.0,70.65473770217237,27.5166833024025,6.086547067171982,49.09269404317316
267.0,70.62165189483152,27.446045107604,6.059065702966979,48.87103565625591
268.0,70.58842634293426,27.375440068485116,6.031654960378934,48.64994688711964
269.0,70.55506084905645,27.30486832488912,6.004314806182247,48.429427467774254
270.0,70.52155521456807,27.23433001685731,5.977045207011374,48.209477129100925
271.0,70.48790923962632,27.163825284630214,5.94984612936063,47.99009560085047
272.0,70.45412272316881,27.093354268648817,5.92271753958399,47.77128261164178
273.0,70.42019546290665,27.022917109555777,5.895659403894888,47.553037888960134
274.0,70.38612725531739,26.952513948196664,5.868671688366012,47.33536115915561
275.0,70.3519178956381,26.882144925621187,5.841754358929103,47.11825214744144
276.0,70.31756717785805,26.81181018308444,5.81490738137475,46.90171057789235
277.0,70.28307489471182,26.741509862048154,5.788130721352184,46.68573617344292
278.0,70.24844083767175,26.671244104181962,5.761424344369069,46.470328655885865
279.0,70.2136647969409,26.601013051364657,5.734788215791296,46.2554877458704
280.0,70.17874656144551,26.530816845685465,5.708222300842771,46.041213162900505
281.0,70.14368591882757,26.460655629445327,5.6817265646052055,45.82750462533327
282.0,70.10848265543744,26.390529545158195,5.655300972017904,45.61436185037718
283.00000000000006,70.07313655632609,26.32043873555231,5.628945487877549,45.40178455409031
284.00000000000006,70.03764740523762,26.25038334357153,5.602660076837987,45.18977245137871
285.0,70.00201498460142,26.180363512376612,5.576444703410012,44.97832525599458
286.00000000000006,69.96623907552446,26.110379385346548,5.550299331961151,44.76744268053452
287.00000000000006,69.93031945778341,26.040431106079893,5.524223926715438,44.55712443643782
288.00000000000006,69.89425590981669,25.970518818396094,5.4982184517532,44.34737023398461
289.00000000000006,69.85804820871653,25.90064266633683,5.472282871010833,44.13817978229414
290.0,69.8216961302208,25.83080279416736,5.446417148280581,43.929552789322926
291.00000000000006,69.78519944870493,25.760999346377897,5.420621247210309,43.721488961862995
292.00000000000006,69.74855793717369,25.69123246768496,5.394895131303278,43.51398800554001
293.0,69.71177136725285,25.621502303032745,5.369238763917918,43.30704962481145
294.00000000000006,69.6748395091808,25.551808997594527,5.343652108267605,43.10067352296484
295.0,69.63776213180017,25.482152696774037,5.318135127420421,42.8948594021158
296.00000000000006,69.60053900254921,25.412533546206863,5.292687784298931,42.689606963206224
297.00000000000006,69.5631698874532,25.34295169176186,5.267310041679946,42.484915906002406
298.0,69.52565455111578,25.273407279542578,5.242001862194294,42.28078592909317
299.00000000000006,69.4879927567102,25.203900455888665,5.2167632083265785,42.07721672988791
300.0,69.4501842659704,25.134431367377324,5.191594042414946,41.87420800461476
301.0,69.41222883918212,25.06500016082475,5.166494326650844,41.67175944831859
302.00000000000006,69.37412623517388,24.99560698328757,5.141464023078788,41.46987075485915
303.0,69.33587621130785,24.92625198206433,5.116503093596112,41.26854161690909
304.00000000000006,69.29747852347069,24.85693530469694,5.091611499952731,41.06777172595197
305.0,69.25893292606426,24.787657098972172,5.066789203750896,40.86756077228035
306.0,69.22023917199625,24.718417512923143,5.042036166444949,40.66790844499378
307.00000000000006,69.18139701267077,24.64921669483081,5.017352349341072,40.468814431996805
308.0,69.14240619797876,24.580054793225486,4.9927377135970445,40.270278419996956
309.0,69.10326647628837,24.510931956888353,4.9681922202219875,40.07230009450274
310.0,69.06397759443527,24.441848334852992,4.943715830076116,39.87487913982164
311.0,69.02453929771288,24.37280407640692,4.919308503870487,39.67801523905801
312.00000000000006,68.98495132986228,24.30379933109313,4.8949702021667365,39.48170807411107
313.0,68.94521343306249,24.234834248711667,4.870700885376834,39.28595732567282
314.0,68.90532534792011,24.165908979321177,4.846500513762818,39.090762673225974
315.0,68.86528681345932,24.097023673240486,4.822369047436537,38.896123795041845
316.0,68.82509756711151,24.0281784810502,4.798306446359391,38.70204036817827
317.0,68.78475734470489,23.959373553594293,4.774312670342069,38.508512068477444
318.0,68.74426588045404,23.890609041981715,4.750387679044281,38.31553857056385
319.0,68.70362290694933,23.821885097588012,4.726531431974497,38.12311954784209
320.0,68.6628281551462,23.753201872056966,4.702743888489674,37.931254672494674
321.0,68.62188135435441,23.684559517302215,4.679025007794994,37.739943615479966
322.0,68.58078223222714,23.615958185508923,4.655374748943589,37.549186046529904
323.00000000000006,68.53953051474994,23.547398029135433,4.631793070836267,37.35898163414782
324.0,68.49812592622975,23.478879200914943,4.608279932221241,37.169330045606245
325.0,68.45656818928353,23.410401853857184,4.584835291693855,36.98023094694473
326.0,68.4148570248271,23.34196614125013,4.561459107696301,36.7916840029675
327.0,68.37299215206363,23.273572216661684,4.538151338517345,36.603688877241304
328.00000000000006,68.33097328847208,23.205220233941414,4.514911942292043,36.416245232093104
328.99999999999994,68.28880014979562,23.13691034722228,4.491740877001462,36.2293527286078
330.0,68.24647245002981,23.06864271092237,4.46863810047239,36.04301102662594
331.0,68.20398990141076,23.00041747974665,4.445603570377055,35.85721978474141
332.0,68.16135221440311,22.93223480868874,4.422637244232837,35.67197866029913
333.0,68.1185590976879,22.864094853032693,4.399739079401977,35.48728730939269
333.99999999999994,68.07561025815042,22.795997768354773,4.376909033091283,35.30314538686204
335.0,68.03250540086775,22.727943710525263,4.354147062351843,35.119552546291075
336.0,67.98924422909637,22.659932835710283,4.331453124078725,34.93650844000529
337.0,67.94582644425955,22.591965300373605,4.308827175010683,34.7540127190694
338.0,67.9022517459346,22.52404126127851,4.286269171729857,34.57206503328488
338.99999999999994,67.85851983184003,22.456160875489623,4.263779070661473,34.390665031187595
340.0,67.81463039782258,22.38832430037479,4.24135682807354,34.209812360045326
341.0,67.7705831378442,22.320531693606956,4.219002400076549,34.02950666585535
342.0,67.72637774396865,22.25278321316605,4.196715742623163,33.84974759334193
343.0,67.68201390634829,22.185079017340893,4.174496811507909,33.67053478595386
344.0,67.63749131321048,22.117419264731115,4.1523455623668735,33.49186788586198
345.0,67.59280965084403,22.04980411424909,4.130261950677383,33.313746533956596
346.00000000000006,67.54796860358539,21.982233725121873,4.108245931757698,33.13617036984505
347.00000000000006,67.50296785380469,21.914708256893178,4.086297460766691,32.95913903184907
348.00000000000006,67.45780708189181,21.84722786942533,4.064416492703532,32.78265215700227
349.0,67.41248596624209,21.779792722901263,4.042602982407368,32.60670938104758
350.0,67.36700418324205,21.71240297782652,4.020856884557005,32.43131033843459
351.00000000000006,67.32136140725487,21.64505879503127,3.9991781536705755,32.256454662317026
352.00000000000006,67.27555731060585,21.57776033567234,3.9775667441052236,32.08214198455004
353.00000000000006,67.22959156356752,21.510507761235253,3.95602261005677,31.908371935687633
354.0,67.1834638343448,21.443301233536296,3.934545705559384,31.735144144979934
355.0,67.13717378905991,21.376140914724594,3.913135984485254,31.56245824037059
356.00000000000006,67.09072109173714,21.309026967284197,3.8917934005442496,31.390313848494017
357.00000000000006,67.04410540428741,21.241959554036185,3.8705179072835896,31.21871059467272
358.00000000000006,66.99732638649284,21.174938838140797,3.849309458087501,31.04764810291456
359.0,66.95038369599094,21.107964983099556,3.828168006176881,30.87712599591001
360.0,66.90327698825882,21.04103815275743,3.8070935046089525,30.70714389502939
361.0,66.85600591659707,20.974158511305003,3.7860859062769214,30.537701420320086
362.00000000000006,66.8085701321137,20.90732622328065,3.7651451639096285,30.36879819050376
363.00000000000006,66.76096928370765,20.840541453572737,3.744271230071202,30.20043382297354
364.0,66.71320301805235,20.773804367421857,3.7234640571607045,30.03260793379118
365.0,66.66527097957898,20.70711513042304,3.702723597411782,29.8653201376842
366.0,66.61717281045954,20.640473908528023,3.6820498028923065,29.69857004804304
367.00000000000006,66.5689081505899,20.5738808680475,3.661442625504019,29.532357276918173
368.00000000000006,66.52047663757251,20.507336175653418,3.6409020169821686,29.36668143501717
369.0,66.47187790669899,20.440839998381282,3.6204279288951513,29.201542131701814
